Real,Prediccion
6744.64,7429.3650766996
2499.0,2343.069295192172
4809.06,4785.881852875631
2963.68,3205.440614640027
4518.48,4851.047770814186
3200.0,3329.3925239481396
2660.28,2580.862133405706
3249.4,3769.9021126833595
6217.44,7057.254776182466
2294.74,1987.181380479762
3004.3,3087.5159267264953
2134.74,1721.5280230035296
3275.7,3626.375909230628
1874.88,1501.689352319745
7824.64,8130.339946804295
7003.2,6920.131741639019
2153.6,1938.6875179665867
6633.6,7526.515406337212
2846.76,2897.987438297212
4608.0,4792.24287466311
6630.4,7479.255593865742
3708.46,3691.427390736826
2287.25,1904.693844594617
3362.4,3363.080019973024
4514.0,4864.693467372012
2593.78,2603.1629193057943
1792.3,1303.4220185518743
2189.82,1946.1632670098224
2584.32,2607.568945628609
3003.93,3176.015585645866
9741.6,10480.104550917014
1579.8,1176.1531012058567
3539.76,3537.449433986172
2867.64,2699.000132594967
2496.36,2390.6550233647213
2445.24,3522.6239906413684
3331.44,3343.05945313948
3123.4,3143.8629713552273
2861.84,2914.6475259735234
4717.92,4753.549673524785
2215.32,2012.852840159665
2056.68,1775.4943002630944
1864.35,1665.2637399858286
5274.06,5554.571892752985
2527.0,2527.868798599822
2652.96,2641.397418648374
6609.12,7451.509391318581
1806.36,1083.9668288559506
5431.4,6592.991352098123
7722.52,7415.809826249288
5937.82,7253.337117605055
1715.04,1071.2814351633933
2955.26,2918.141116766943
8055.32,7987.006060414842
2401.49,2259.2700234925087
2461.69,2416.1202353042117
1613.2,941.501985538469
15660.3,11525.676796413867
2034.1,1974.2443792503282
3211.08,3277.150033038555
1636.8,1635.0515265048261
5231.76,6581.04855392054
2749.68,2701.6712929341284
1799.7,1359.4999028353195
4829.76,4772.820924716516
2254.6,1952.8960790254814
2483.1,2434.4501424806003
1387.16,713.8579159152569
2003.22,1514.912456133049
3281.94,3633.404352439751
1732.0,1440.0789705290308
1078.86,318.84073138758777
4867.44,5910.456067914825
2937.4,2976.1621838354495
3140.64,3995.1768744768524
